month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,date,adjusted_resale_price,adj_resale_price_per_sqm,address,latitude,longitude,min_dist_sch,min_dist_cbd,geohash,min_dist_mrt,postal_code
2015-01,ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,07 TO 09,60,Improved,1986,70,01/01/2015,303649.0109,5060.816848,174 ANG MO KIO AVE 4,1.375097469,103.837619,0.415218792,9.76408652,w21zffk4xbsx,1.081121964,560174
2015-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,01 TO 03,68,New Generation,1981,65,01/01/2015,327464.6196,4815.65617,541 ANG MO KIO AVE 10,1.373922392,103.8556214,2.134442144,9.515642742,w21zg617emsn,0.78468434,560541
2015-01,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,01 TO 03,69,New Generation,1980,64,01/01/2015,339372.4239,4918.440927,163 ANG MO KIO AVE 4,1.373548539,103.8381765,0.436676101,9.585102398,w21zffh9sbh2,1.161898659,560163
2015-01,ANG MO KIO,3 ROOM,446,ANG MO KIO AVE 10,01 TO 03,68,New Generation,1979,63,01/01/2015,345326.3261,5078.328325,446 ANG MO KIO AVE 10,1.367760951,103.8553571,1.854531954,8.833708891,w21zg2cpv1p5,0.631719739,560446
2015-01,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,07 TO 09,68,New Generation,1980,64,01/01/2015,345326.3261,5078.328325,557 ANG MO KIO AVE 10,1.371625702,103.8577361,1.900747055,9.275780889,w21zg3dyk9sf,0.900023256,560557
2015-01,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,07 TO 09,67,New Generation,1980,64,01/01/2015,345326.3261,5154.12427,603 ANG MO KIO AVE 5,1.38020079,103.8357557,0.762065178,10.35508324,w21zfg6bk2p4,1.008160299,560603
2015-01,ANG MO KIO,3 ROOM,709,ANG MO KIO AVE 8,01 TO 03,68,New Generation,1980,64,01/01/2015,345326.3261,5078.328325,709 ANG MO KIO AVE 8,1.371137208,103.8476623,1.51452317,9.209513664,w21zg1ee3yt2,0.264940841,560709
2015-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,01 TO 03,68,New Generation,1981,65,01/01/2015,348898.6674,5130.862756,333 ANG MO KIO AVE 1,1.361342556,103.8516986,1.0547401,8.115046175,w21zepy6ruxh,1.149883527,560333
2015-01,ANG MO KIO,3 ROOM,109,ANG MO KIO AVE 4,01 TO 03,67,New Generation,1978,62,01/01/2015,357234.1305,5331.852693,109 ANG MO KIO AVE 4,1.370096538,103.8376878,0.534604955,9.217489941,w21zfckm3kxb,1.299146475,560109
2015-01,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,13 TO 15,68,New Generation,1985,69,01/01/2015,366164.9837,5384.779172,564 ANG MO KIO AVE 3,1.369848376,103.8594041,1.742308846,9.095193129,w21zg3k5gw0x,1.054208618,560564
2015-01,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67,New Generation,1976,60,01/01/2015,366760.3739,5474.035432,218 ANG MO KIO AVE 1,1.365119086,103.8417425,1.092582031,8.605499661,w21zfbx0ruxk,0.971518275,560218
2015-01,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,10 TO 12,68,New Generation,1980,64,01/01/2015,371523.4957,5463.580819,556 ANG MO KIO AVE 10,1.372032363,103.8576254,1.910361255,9.319765444,w21zg3fbdj67,0.900094477,560556
2015-01,ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,10 TO 12,68,New Generation,1981,65,01/01/2015,371523.4957,5463.580819,156 ANG MO KIO AVE 4,1.375495196,103.8399475,0.671845079,9.769186411,w21zffmuy4uu,0.870296236,560156
2015-01,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,07 TO 09,67,New Generation,1979,63,01/01/2015,379858.9587,5669.536697,471 ANG MO KIO AVE 10,1.363466006,103.8567029,1.566811092,8.367766614,w21zg24nu86x,1.003293051,560471
2015-01,ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,07 TO 09,67,New Generation,1979,63,01/01/2015,381049.7392,5687.30954,434 ANG MO KIO AVE 10,1.367891507,103.853455,1.741275739,8.841146277,w21zg1pb8cky,0.428216976,560434
2015-01,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,07 TO 09,67,New Generation,1980,64,01/01/2015,381049.7392,5687.30954,560 ANG MO KIO AVE 10,1.370816268,103.8591923,1.74843603,9.199614501,w21zg3ecwddv,1.040571877,560560
2015-01,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,10 TO 12,68,New Generation,1981,65,01/01/2015,387003.6413,5691.23002,332 ANG MO KIO AVE 1,1.361670308,103.8519555,1.100487477,8.151304003,w21zepysmcwx,1.190107308,560332
2015-01,ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,01 TO 03,74,New Generation,1979,63,01/01/2015,387003.6413,5229.778937,421 ANG MO KIO AVE 10,1.365384226,103.852967,1.483489077,8.562959989,w21zg0x3vw0f,0.563145635,560421
2015-01,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,07 TO 09,68,New Generation,1980,64,01/01/2015,387003.6413,5691.23002,506 ANG MO KIO AVE 8,1.374400419,103.8489362,1.637214591,9.56416525,w21zg4hqrwg3,0.509272024,560506
2015-01,ANG MO KIO,3 ROOM,631,ANG MO KIO AVE 4,07 TO 09,67,New Generation,1985,69,01/01/2015,392957.5435,5865.037963,631 ANG MO KIO AVE 4,1.379557282,103.8407357,0.986139691,10.20348723,w21zfgns880e,0.509477667,560631
2015-01,ANG MO KIO,3 ROOM,153,ANG MO KIO AVE 5,10 TO 12,68,New Generation,1981,65,01/01/2015,392957.5435,5778.787404,153 ANG MO KIO AVE 5,1.376357457,103.8420565,0.924972654,9.835074176,w21zffx3z79k,0.657885935,560153
2015-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,10 TO 12,67,New Generation,1979,63,01/01/2015,398911.4457,5953.902174,442 ANG MO KIO AVE 10,1.365653269,103.8552322,1.670142809,8.600263118,w21zg295d21z,0.724307936,560442
2015-01,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,10 TO 12,67,New Generation,1980,64,01/01/2015,402483.787,6007.220701,558 ANG MO KIO AVE 10,1.371236133,103.859192,1.743083338,9.245851997,w21zg3eun8fw,1.048212261,560558
2015-01,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,10 TO 12,67,New Generation,1977,61,01/01/2015,404865.3479,6042.766386,212 ANG MO KIO AVE 3,1.368803594,103.8416181,0.968913792,9.011346924,w21zfcpjv56r,0.862604494,560212
2015-01,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,04 TO 06,82,New Generation,1981,65,01/01/2015,404865.3479,4937.382291,152 ANG MO KIO AVE 5,1.376687626,103.8401595,0.747045314,9.896738747,w21zffw5g14v,0.755680541,560152
2015-01,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,04 TO 06,68,New Generation,1981,65,01/01/2015,406056.1283,5971.413651,331 ANG MO KIO AVE 1,1.362111401,103.8507665,1.047548232,8.200837448,w21zepvyf7bp,1.224375057,560331
2015-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,07 TO 09,67,New Generation,1978,62,01/01/2015,410819.25,6131.630597,121 ANG MO KIO AVE 3,1.369705635,103.843516,1.111978987,9.086496634,w21zg12e179s,0.649172253,560121
2015-01,ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,07 TO 09,73,New Generation,1979,63,01/01/2015,416773.1522,5709.221263,130 ANG MO KIO AVE 3,1.370397917,103.8418788,0.91437853,9.182741721,w21zfcrr5hsv,0.837422254,560130
2015-01,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,07 TO 09,82,New Generation,1985,69,01/01/2015,422727.0544,5155.20798,564 ANG MO KIO AVE 3,1.369848376,103.8594041,1.742308846,9.095193129,w21zg3k5gw0x,1.054208618,560564
2015-01,ANG MO KIO,3 ROOM,646,ANG MO KIO AVE 6,07 TO 09,75,New Generation,1980,64,01/01/2015,422727.0544,5636.360725,646 ANG MO KIO AVE 6,1.379395177,103.8437636,1.244359728,10.15052847,w21zg50ex1fk,0.271992907,560646
2015-01,ANG MO KIO,3 ROOM,424,ANG MO KIO AVE 3,04 TO 06,73,New Generation,1979,63,01/01/2015,440588.7609,6035.462478,424 ANG MO KIO AVE 3,1.368606603,103.8508088,1.671189102,8.918922225,w21zg1juenz8,0.135547535,560424
2015-01,ANG MO KIO,3 ROOM,584,ANG MO KIO AVE 3,07 TO 09,82,New Generation,1979,63,01/01/2015,488219.9783,5953.902174,584 ANG MO KIO AVE 3,1.37071308,103.8534978,2.011737188,9.153172734,w21zg1xbczkw,0.418975954,560584
2015-01,ANG MO KIO,4 ROOM,412,ANG MO KIO AVE 10,01 TO 03,92,New Generation,1979,63,01/01/2015,458450.4674,4983.157255,412 ANG MO KIO AVE 10,1.363855122,103.855288,1.537092321,8.401921792,w21zg2315958,0.859711747,560412
2015-01,ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,04 TO 06,91,New Generation,1980,64,01/01/2015,488219.9783,5365.054706,612 ANG MO KIO AVE 4,1.378907914,103.8386027,0.771317937,10.16374858,w21zfghbwz44,0.752137688,560612
2015-01,ANG MO KIO,4 ROOM,562,ANG MO KIO AVE 3,10 TO 12,92,New Generation,1980,64,01/01/2015,496422.0739,5395.892108,562 ANG MO KIO AVE 3,1.370181442,103.8590188,1.777915577,9.127979929,w21zg37vfs36,1.01357896,560562
2015-01,ANG MO KIO,4 ROOM,223,ANG MO KIO AVE 1,04 TO 06,92,New Generation,1978,62,01/01/2015,503700.1239,5475.001347,223 ANG MO KIO AVE 1,1.366048084,103.8381227,0.829191465,8.768171848,w21zfbstg9u4,1.303842981,560223
2015-01,ANG MO KIO,4 ROOM,150,ANG MO KIO AVE 5,10 TO 12,93,New Generation,1981,65,01/01/2015,521561.8305,5608.191725,150 ANG MO KIO AVE 5,1.376806785,103.842018,0.939291212,9.884928584,w21zffxkqrks,0.617277248,560150
2015-01,ANG MO KIO,4 ROOM,468,ANG MO KIO AVE 10,04 TO 06,92,New Generation,1979,63,01/01/2015,521561.8305,5669.150331,468 ANG MO KIO AVE 10,1.364876746,103.8562873,1.695195139,8.520585357,w21zg23yfzkw,0.869768532,560468
2015-01,ANG MO KIO,4 ROOM,177,ANG MO KIO AVE 4,01 TO 03,91,New Generation,1981,65,01/01/2015,535851.1957,5888.474678,177 ANG MO KIO AVE 4,1.375838271,103.8381231,0.503633152,9.836107711,w21zffkwgdu6,0.984880757,560177
2015-01,ANG MO KIO,4 ROOM,603,ANG MO KIO AVE 5,07 TO 09,91,New Generation,1980,64,01/01/2015,535851.1957,5888.474678,603 ANG MO KIO AVE 5,1.38020079,103.8357557,0.762065178,10.35508324,w21zfg6bk2p4,1.008160299,560603
2015-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,10 TO 12,92,New Generation,1979,63,01/01/2015,553712.9022,6018.618502,415 ANG MO KIO AVE 10,1.364453356,103.8536552,1.453438323,8.461579971,w21zg0rut8d1,0.691449035,560415
2015-01,ANG MO KIO,4 ROOM,254,ANG MO KIO AVE 4,07 TO 09,97,New Generation,1977,61,01/01/2015,553712.9022,5708.380435,254 ANG MO KIO AVE 4,1.37020344,103.8346877,0.365175047,9.291717241,w21zfc6n586v,1.633168461,560254
2015-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,01 TO 03,97,New Generation,1976,60,01/01/2015,565620.7066,5831.141305,207 ANG MO KIO AVE 1,1.365820895,103.8428478,1.237547915,8.667476916,w21zg08h3xrq,0.826280813,560207
2015-01,ANG MO KIO,4 ROOM,432,ANG MO KIO AVE 10,07 TO 09,92,New Generation,1979,63,01/01/2015,565620.7066,6148.051158,432 ANG MO KIO AVE 10,1.36830997,103.8536003,1.788874593,8.887760604,w21zg1pfur3n,0.426996958,560432
2015-01,ANG MO KIO,4 ROOM,117,ANG MO KIO AVE 4,10 TO 12,98,New Generation,1978,62,01/01/2015,566811.487,5783.790684,117 ANG MO KIO AVE 4,1.373717083,103.8356105,0.153357246,9.652656958,w21zff4f3p6v,1.349828507,560117
2015-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,07 TO 09,92,New Generation,1979,63,01/01/2015,571574.6087,6212.767486,415 ANG MO KIO AVE 10,1.364453356,103.8536552,1.453438323,8.461579971,w21zg0rut8d1,0.691449035,560415
2015-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,07 TO 09,92,New Generation,1978,62,01/01/2015,575146.95,6251.597283,428 ANG MO KIO AVE 3,1.368939065,103.8544123,1.896731566,8.959799565,w21zg30qxhwx,0.501204527,560428
2015-01,ANG MO KIO,4 ROOM,573,ANG MO KIO AVE 3,07 TO 09,92,New Generation,1979,63,01/01/2015,577528.5109,6277.483814,573 ANG MO KIO AVE 3,1.37056144,103.8548231,2.071933061,9.140677328,w21zg38b0g0v,0.556905741,560573
2015-01,ANG MO KIO,4 ROOM,418,ANG MO KIO AVE 10,07 TO 09,99,New Generation,1979,63,01/01/2015,579776.7044,5856.330347,418 ANG MO KIO AVE 10,1.364946014,103.8540434,1.52281314,8.517204986,w21zg22pqs7k,0.676972269,560418
2015-01,ANG MO KIO,4 ROOM,324,ANG MO KIO AVE 3,07 TO 09,98,New Generation,1978,62,01/01/2015,694224.9935,7083.928505,324 ANG MO KIO AVE 3,1.368333922,103.8468792,1.515833204,8.904855748,w21zg14gpevt,0.300283139,560324
2015-01,ANG MO KIO,4 ROOM,596B,ANG MO KIO ST 52,04 TO 06,93,Model A,2002,86,01/01/2015,715525.6739,7693.824451,596B ANG MO KIO ST 52,1.372051233,103.8505458,1.820004357,9.30017236,w21zg1v8v0gs,0.252896973,562596
2015-01,ANG MO KIO,5 ROOM,234,ANG MO KIO AVE 3,07 TO 09,125,Improved,1993,77,01/01/2015,634685.9718,5077.487774,234 ANG MO KIO AVE 3,1.367182877,103.83664,0.744921807,8.921473588,w21zfbgs3j6e,1.43559775,560234
2015-01,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,01 TO 03,121,Improved,1980,64,01/01/2015,678744.8479,5609.461553,648 ANG MO KIO AVE 5,1.378238594,103.8437197,1.17774844,10.02357706,w21zg4bsy439,0.39053727,560648
2015-01,ANG MO KIO,5 ROOM,253A,ANG MO KIO ST 21,01 TO 03,138,Model A,1996,80,01/01/2015,690652.6522,5004.729364,253A ANG MO KIO ST 21,1.369946401,103.8342845,0.390397753,9.273219143,w21zfc3ud0w0,1.676792957,561253
2015-01,ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,19 TO 21,119,Improved,1979,63,01/01/2015,768053.3805,6454.230088,439 ANG MO KIO AVE 10,1.366291979,103.8534963,1.599076507,8.664418345,w21zg0xz1z79,0.528964159,560439
2015-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,13 TO 15,123,Standard,1977,61,01/01/2015,774007.2827,6292.742135,306 ANG MO KIO AVE 1,1.365725522,103.8457506,1.220493299,8.62586047,w21zg0d5vmey,0.573243785,560306
2015-01,ANG MO KIO,5 ROOM,729,ANG MO KIO AVE 6,01 TO 03,119,Improved,1980,64,01/01/2015,797822.8914,6704.394045,729 ANG MO KIO AVE 6,1.37386614,103.8459358,1.300836875,9.522103519,w21zg4473enn,0.616153189,560729
2015-01,ANG MO KIO,5 ROOM,315B,ANG MO KIO ST 31,13 TO 15,110,Improved,2006,90,01/01/2015,899039.2283,8173.083894,315B ANG MO KIO ST 31,1.364027573,103.8474787,1.06887981,8.425570414,w21zg076j9ht,0.633486598,563315
2015-01,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,19 TO 21,111,Improved,2003,87,01/01/2015,976439.9566,8796.756366,700C ANG MO KIO AVE 6,1.369441594,103.8464882,1.432849765,9.029844859,w21zg169wd3v,0.317733774,563700
2015-01,BEDOK,2 ROOM,620,BEDOK RESERVOIR RD,07 TO 09,45,Improved,1986,70,01/01/2015,292931.987,6509.599711,620 BEDOK RESERVOIR RD,1.334334322,103.9177126,1.848214085,8.951954429,w21zsdyt41yw,1.552932604,470620
2015-01,BEDOK,2 ROOM,38,BEDOK STH RD,07 TO 09,44,Improved,1978,62,01/01/2015,303649.0109,6901.113884,38 BEDOK STH RD,1.320825609,103.9389946,1.552849476,10.36406046,w21zt0qn65ex,1.008769511,460038
2015-01,BEDOK,3 ROOM,504,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,62,01/01/2015,321510.7174,5449.334193,504 BEDOK NTH ST 3,1.331880003,103.9323894,0.322446817,10.20120555,w21zt43qb0qm,1.576660697,460504
2015-01,BEDOK,3 ROOM,545,BEDOK NTH ST 3,07 TO 09,68,New Generation,1980,64,01/01/2015,333418.5218,4903.213555,545 BEDOK NTH ST 3,1.330051424,103.924118,1.218434494,9.299106882,w21zsf5hp7wc,0.884799719,460545
2015-01,BEDOK,3 ROOM,546,BEDOK NTH ST 3,01 TO 03,68,New Generation,1980,64,01/01/2015,333418.5218,4903.213555,546 BEDOK NTH ST 3,1.330820059,103.9255958,1.034507848,9.484031772,w21zsfk29fuf,0.854828135,460546
2015-01,BEDOK,3 ROOM,18,BEDOK STH RD,04 TO 06,65,Improved,1976,60,01/01/2015,335800.0826,5166.155117,18 BEDOK STH RD,1.320625049,103.9347342,1.48591541,9.913328862,w21zt06vny6g,1.410721027,460018
2015-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,07 TO 09,68,New Generation,1980,64,01/01/2015,339372.4239,4990.77094,550 BEDOK NTH AVE 1,1.33269318,103.9266174,0.870103805,9.686793598,w21zsft598n8,0.991704859,460550
2015-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,07 TO 09,59,Improved,1978,62,01/01/2015,339372.4239,5752.074982,502 BEDOK NTH ST 3,1.331245062,103.9312443,0.462197434,10.05571507,w21zt427jd0d,1.676427079,460502
2015-01,BEDOK,3 ROOM,509,BEDOK NTH ST 3,04 TO 06,67,New Generation,1979,63,01/01/2015,339372.4239,5065.260059,509 BEDOK NTH ST 3,1.333175419,103.931265,0.353408849,10.16106702,w21zt48qq1bj,1.74528749,460509
2015-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,04 TO 06,67,New Generation,1979,63,01/01/2015,339372.4239,5065.260059,525 BEDOK NTH ST 3,1.334601139,103.9294453,0.545564031,10.06513498,w21zsfzneeej,1.142828956,460525
2015-01,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,60,Improved,1986,70,01/01/2015,339372.4239,5656.207066,534 BEDOK NTH ST 3,1.333036982,103.9248122,1.063829379,9.534446467,w21zsfetx8he,1.110291854,460534
2015-01,BEDOK,3 ROOM,542,BEDOK NTH ST 3,10 TO 12,67,New Generation,1985,69,01/01/2015,339372.4239,5065.260059,542 BEDOK NTH ST 3,1.330665909,103.922844,1.330793005,9.211287686,w21zsf4r9y0g,1.031616668,460542
2015-01,BEDOK,3 ROOM,76,BEDOK NTH RD,04 TO 06,59,Improved,1978,62,01/01/2015,342944.7652,5812.62314,76 BEDOK NTH RD,1.328296665,103.9420675,1.072167568,10.99349991,w21zt3b3csrn,0.429138996,460076
2015-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1981,65,01/01/2015,342944.7652,5043.305371,709 BEDOK RESERVOIR RD,1.335416066,103.9223501,1.340308858,9.445564485,w21zsg1gq78e,1.477712761,470709
2015-01,BEDOK,3 ROOM,620,BEDOK RESERVOIR RD,04 TO 06,68,Improved,1986,70,01/01/2015,345326.3261,5078.328325,620 BEDOK RESERVOIR RD,1.334334322,103.9177126,1.848214085,8.951954429,w21zsdyt41yw,1.552932604,470620
2015-01,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1980,64,01/01/2015,346517.1065,5095.839802,703 BEDOK RESERVOIR RD,1.337165074,103.9198931,1.641677358,9.330912405,w21zsg2jt18s,1.79321104,470703
2015-01,BEDOK,3 ROOM,27,NEW UPP CHANGI RD,01 TO 03,65,Improved,1982,66,01/01/2015,347707.887,5349.352107,27 NEW UPP CHANGI RD,1.324124329,103.934921,1.100310976,10.07986848,w21zt151e4wj,1.245240913,462027
2015-01,BEDOK,3 ROOM,42,CHAI CHEE ST,04 TO 06,67,New Generation,1985,69,01/01/2015,351280.2283,5242.988482,42 CHAI CHEE ST,1.327978774,103.9258048,1.161544221,9.351462084,w21zscu2nc0t,0.588926855,461042
2015-01,BEDOK,3 ROOM,426,BEDOK NTH RD,07 TO 09,82,New Generation,1979,63,01/01/2015,357234.1305,4356.513786,426 BEDOK NTH RD,1.329800633,103.9289857,0.757341766,9.758652594,w21zsfnf8uu9,0.616497441,460426
2015-01,BEDOK,3 ROOM,530,BEDOK NTH ST 3,01 TO 03,68,New Generation,1979,63,01/01/2015,357234.1305,5253.443095,530 BEDOK NTH ST 3,1.33371332,103.9270203,0.812992405,9.783231227,w21zsfv37n5j,1.085303867,460530
2015-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,01 TO 03,68,New Generation,1979,63,01/01/2015,363188.0326,5341.00048,420 BEDOK NTH ST 1,1.327744679,103.9288744,0.924159447,9.641912072,w21zscwwwm99,0.394538888,460420
2015-01,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,01 TO 03,67,New Generation,1977,61,01/01/2015,366760.3739,5474.035432,105 BEDOK NTH AVE 4,1.333722809,103.9365177,0.247624215,10.70232193,w21zt4u32ruy,1.261776711,460105
2015-01,BEDOK,3 ROOM,519,BEDOK NTH AVE 1,01 TO 03,67,New Generation,1979,63,01/01/2015,369141.9348,5509.581116,519 BEDOK NTH AVE 1,1.330876141,103.9280599,0.780173129,9.725538774,w21zsfq0gm61,0.752391314,460519
2015-01,BEDOK,3 ROOM,548,BEDOK NTH AVE 1,04 TO 06,68,New Generation,1980,64,01/01/2015,369141.9348,5428.557865,548 BEDOK NTH AVE 1,1.331310218,103.9268539,0.884395261,9.632417913,w21zsfm5rnny,0.839487655,460548
2015-01,BEDOK,3 ROOM,537,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,64,01/01/2015,369141.9348,5428.557865,537 BEDOK NTH ST 3,1.331773008,103.9242365,1.149982275,9.407138627,w21zsf7q4hrp,1.026980856,460537
2015-01,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,01 TO 03,65,Improved,1977,61,01/01/2015,369141.9348,5679.106689,28 NEW UPP CHANGI RD,1.32369452,103.9349949,1.148262596,10.06866678,w21zt0gphft3,1.250621168,460028
2015-01,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,04 TO 06,67,New Generation,1978,62,01/01/2015,370094.5592,5523.79939,100 BEDOK NTH AVE 4,1.334139,103.9383897,0.453283041,10.9078066,w21zt4veuj89,1.130726317,460100
2015-01,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,04 TO 06,70,New Generation,1985,69,01/01/2015,372714.2761,5324.489659,103 BEDOK RESERVOIR RD,1.328770222,103.9093814,2.608067308,7.839586381,w21zs9bs8hdr,0.928909119,470103
2015-01,BEDOK,3 ROOM,522,BEDOK NTH AVE 1,10 TO 12,67,New Generation,1979,63,01/01/2015,375095.837,5598.445328,522 BEDOK NTH AVE 1,1.330663029,103.9269804,0.898640993,9.60925769,w21zsfjrdjt6,0.767971985,460522
2015-01,BEDOK,3 ROOM,551,BEDOK NTH AVE 1,04 TO 06,67,New Generation,1980,64,01/01/2015,375095.837,5598.445328,551 BEDOK NTH AVE 1,1.332268518,103.9270366,0.83406682,9.703133094,w21zsft352z5,0.932010443,460551
2015-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1981,65,01/01/2015,375095.837,5516.11525,709 BEDOK RESERVOIR RD,1.335416066,103.9223501,1.340308858,9.445564485,w21zsg1gq78e,1.477712761,470709
2015-01,BEDOK,3 ROOM,608,BEDOK RESERVOIR RD,10 TO 12,67,New Generation,1982,66,01/01/2015,378668.1783,5651.763855,608 BEDOK RESERVOIR RD,1.331841299,103.9131962,2.363308633,8.382294629,w21zsd7q8cpn,1.182417838,470608
2015-01,BEDOK,3 ROOM,135,BEDOK NTH ST 2,07 TO 09,67,New Generation,1978,62,01/01/2015,381049.7392,5687.30954,135 BEDOK NTH ST 2,1.328735351,103.9365067,0.636842561,10.45173753,w21zt1uk2nhx,1.042246121,460135
2015-01,BEDOK,3 ROOM,40,CHAI CHEE AVE,01 TO 03,65,Improved,1974,58,01/01/2015,381049.7392,5862.303679,40 CHAI CHEE AVE,1.326043353,103.9264885,1.242684251,9.319908454,w21zsckuy8qk,0.390758103,461040
2015-01,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,04 TO 06,68,Improved,1985,69,01/01/2015,381049.7392,5603.672635,57 NEW UPP CHANGI RD,1.324245542,103.9415687,1.352084233,10.76794921,w21zt1pfq170,0.551926804,461057
2015-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,04 TO 06,68,New Generation,1979,63,01/01/2015,384622.0805,5656.207066,420 BEDOK NTH ST 1,1.327744679,103.9288744,0.924159447,9.641912072,w21zscwwwm99,0.394538888,460420
2015-01,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,10 TO 12,67,New Generation,1979,63,01/01/2015,395339.1044,5900.583647,401 BEDOK NTH AVE 3,1.330981735,103.9336046,0.349136537,10.27396659,w21zt461s8bx,1.416610755,460401
2015-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,07 TO 09,65,Improved,1976,60,01/01/2015,402483.787,6192.058261,2 BEDOK STH AVE 1,1.321301188,103.9332996,1.414970017,9.792724655,w21zt09cjkmh,1.520271537,460002
2015-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,60,01/01/2015,403674.5674,6210.37796,2 BEDOK STH AVE 1,1.321301188,103.9332996,1.414970017,9.792724655,w21zt09cjkmh,1.520271537,460002
2015-01,BEDOK,3 ROOM,426,BEDOK NTH RD,10 TO 12,67,New Generation,1979,63,01/01/2015,407246.9087,6078.31207,426 BEDOK NTH RD,1.329800633,103.9289857,0.757341766,9.758652594,w21zsfnf8uu9,0.616497441,460426
2015-01,BEDOK,3 ROOM,116,BEDOK NTH RD,07 TO 09,73,New Generation,1978,62,01/01/2015,422727.0544,5790.781567,116 BEDOK NTH RD,1.331008235,103.9380668,0.536398035,10.71787737,w21zt4m3smzv,0.957323375,460116
2015-01,BEDOK,3 ROOM,419,BEDOK NTH ST 1,07 TO 09,68,New Generation,1979,63,01/01/2015,426299.3957,6269.10876,419 BEDOK NTH ST 1,1.326966214,103.9281358,1.043063356,9.529569162,w21zscw4jh6v,0.343895874,460419
2015-01,BEDOK,3 ROOM,107,BEDOK NTH RD,10 TO 12,81,New Generation,1977,61,01/01/2015,450115.0044,5556.975363,107 BEDOK NTH RD,1.332317407,103.9363013,0.292784012,10.60835401,w21zt4s173gq,1.1988449,460107
2015-01,BEDOK,3 ROOM,221B,BEDOK CTRL,04 TO 06,69,Model A,2010,94,01/01/2015,545377.4392,7904.020857,221B BEDOK CTRL,1.325000433,103.9344978,1.001585021,10.07564575,w21zt14y9mfx,1.269863674,462221
2015-01,BEDOK,3 ROOM,219A,BEDOK CTRL,16 TO 18,69,Model A,2010,94,01/01/2015,595390.2174,8628.843731,219A BEDOK CTRL,1.325311121,103.9332781,0.973923874,9.965972979,w21zt13bkzvh,1.398445624,461219
2015-01,BEDOK,4 ROOM,512,BEDOK NTH AVE 2,01 TO 03,92,New Generation,1979,63,01/01/2015,422727.0544,4594.859287,512 BEDOK NTH AVE 2,1.333367155,103.9291777,0.577069525,9.970158946,w21zsfwzmmes,1.007609622,460512
